	result	action_0	action_1	action_2	action_3	action_4	model_state
52	0.8461538461538461	0.3866187	1.9332535	-0.024766067	-0.6735422	1.7001039	trained
53	0.7857142857142857	0.5	0.11478917	-0.563621	-0.5731371	0.8034043	trained
54	0.7692307692307693	-0.063176006	1.2184405	-0.80279285	0.3470322	0.12912956	trained
55	1.0	-0.097442895	-1.2162013	2.7597828	-1.1933674	-0.03501247	trained
56	1.0	0.5	-0.20072046	0.41437173	0.16336872	-1.3606623	trained
57	1.0	0.5	0.6610952	0.55939764	-0.8766214	-0.7015701	trained
58	0.8571428571428571	0.5	1.108772	-0.9916164	0.6557879	0.7426656	trained
59	1.0	0.29886848	-0.52660197	0.6898689	0.47565496	-0.7336841	trained
60	-1.0	-0.5	0.4697582	-0.0861022	-0.7581712	0.4331741	trained
61	0.8571428571428571	0.2160551	-1.1106315	1.6096549	0.60183454	0.32564217	trained
62	-1.0	-0.26729932	1.5963464	0.5341228	-0.39559394	-0.13675971	trained
63	-1.0	-0.4780768	0.062265173	-0.6186003	-0.68588704	0.36379936	trained
64	1.0	0.5	0.84644526	1.052219	0.28326628	0.59136266	trained
65	1.0	0.3832625	0.85041654	-0.6934745	1.9461472	0.2740497	trained
66	0.7692307692307693	0.5	0.1920877	0.45781463	-1.0531409	-2.226715	trained
67	0.6	-0.122370034	0.45759982	1.3427895	-0.8445343	1.3603195	trained
68	1.0	0.5	-0.98893064	0.16173495	0.93574446	-0.853545	trained
69	1.0	0.43914652	-0.93207717	-0.44889966	-0.17297783	0.76143444	trained
70	1.0	0.5	-0.21828742	0.16344161	0.066018805	-0.93840784	trained
71	-1.0	-0.5	0.40895504	-0.3950625	0.21632273	0.37378922	trained
72	-1.0	-0.5	0.7045394	1.708766	-1.8780526	-0.28609416	trained
73	0.8695652173913043	0.5	1.3020153	-2.656253	-1.2119033	-0.2056422	trained
74	-1.0	-0.5	0.10794349	0.009675123	0.63728493	-1.0998807	trained
75	0.5714285714285714	-0.2732781	1.3930589	1.4026477	0.48118213	0.61560273	trained
76	-1.0	-0.5	-0.45639682	1.0352453	-0.49093238	1.4000579	trained
77	0.0	0.5	-0.8699008	-0.767842	0.53736615	0.9015238	trained
78	0.7142857142857143	0.024219543	1.8044806	-0.017000336	0.21208507	0.08970629	trained
79	0.7857142857142857	0.5	0.018923726	-0.021423388	-0.9693175	-0.47997084	trained
80	1.0	0.40514117	1.5911133	0.9906128	-1.3143796	0.1439639	trained
81	0.8666666666666667	0.5	0.28069097	-0.2958716	1.7249843	-1.5926622	trained
82	-1.0	-0.4947271	-1.5389965	-0.23115896	0.34752965	0.090391144	trained
83	0.5714285714285714	-0.25249526	-0.22043076	-0.95675975	1.1392804	-0.6686554	trained
84	0.8666666666666667	0.5	-0.6890945	0.066843405	1.4087709	-0.3756915	trained
85	0.7777777777777778	0.17897788	0.6007837	-0.041813783	0.18867457	1.1965599	trained
86	0.7333333333333333	0.5	1.4402131	-1.5530535	-0.074993074	-0.23366927	trained
87	0.5714285714285714	-0.25830874	0.1165493	1.9627435	-0.035840243	0.7787918	trained
88	0.6	-0.18089905	-0.6574442	0.6813347	0.6842157	1.3507733	trained
89	0.42857142857142855	0.5	0.08982444	-0.43636546	0.20136993	-0.7671952	trained
90	0.5714285714285714	0.5	0.56902677	1.7978734	-0.34452567	0.6911037	trained
91	1.0	0.39201364	1.3141686	-0.10233588	-0.8612802	-0.55925685	trained
92	0.8888888888888888	0.5	1.0047382	-0.57252824	0.35706058	-2.277924	trained
93	-0.5	-0.055751413	0.054199733	-1.3514543	-1.7022164	-0.69924515	trained
94	0.8235294117647058	0.29791296	0.41863146	-1.2566805	-0.14713491	-2.4990065	trained
95	-1.0	0.12157825	-2.112675	-1.6587884	-0.030493965	0.54047656	trained
96	0.7857142857142857	0.5	0.013630352	-0.86023235	0.3132261	-0.6839358	trained
97	0.6956521739130435	0.5	-0.40351906	0.48657236	-0.28794855	-1.8710756	trained
98	-1.0	-0.5	-0.17721857	-0.162109	0.47962412	-0.3203984	trained
99	1.0	0.06865886	-0.28888354	0.34581003	1.231851	0.74898285	trained
100	0.896551724137931	0.5	0.38884917	-1.4224287	0.76816005	0.8938179	trained
101	0.8571428571428571	0.5	0.32107484	1.8908622	-0.67552555	0.12633075	trained
102	1.0	0.5	-0.22187753	-0.83600116	-1.5045344	-0.2619571	trained
103	1.0	0.018347561	-1.7363524	0.38433444	0.15669237	1.1340353	trained
104	-1.0	-0.49297032	-0.49278384	-1.3035778	0.6681386	0.9852076	trained
105	0.6666666666666666	0.12939596	-1.0185945	0.55014545	-1.238395	0.95372695	trained
106	0.7142857142857143	0.5	1.7967936	0.45854416	0.3702634	0.3182959	trained
107	-0.5	-0.21751598	-1.181418	0.2716567	1.3339338	-0.6172567	trained
108	0.896551724137931	0.5	1.1128689	-0.279817	-1.8909882	1.7434633	trained
109	0.6956521739130435	0.37523872	0.45173684	-0.4938526	-0.06994919	-1.9245536	trained
110	0.8571428571428571	0.46567267	-1.1484289	0.17532623	-1.3462483	0.019442992	trained
111	-1.0	-0.5	-0.2534431	0.56182176	1.0213354	0.62631327	trained
112	-1.0	-0.5	0.19007331	-0.5782856	-0.9818315	-0.88851607	trained
113	1.0	0.1403352	0.06081129	-2.3822968	-1.5869454	0.8563431	trained
114	0.8571428571428571	0.5	-0.33721793	1.0881809	-0.6470731	-0.37780857	trained
115	1.0	0.5	-0.41447964	1.1831735	-0.69822174	-1.5620083	trained
116	0.88	0.5	-0.022886578	0.36721596	-1.9314135	-0.606478	trained
117	0.0	-0.18855634	-0.9496984	-0.2782835	-0.42169943	-0.23660849	trained
118	0.896551724137931	0.5	0.040543385	-2.0651958	-0.24851736	-0.5597336	trained
119	0.896551724137931	0.5	0.42007878	0.59145576	1.5198716	0.23227282	trained
120	1.0	0.5	0.9631844	-1.2474122	-0.11263224	-1.4232366	trained
121	0.8695652173913043	0.5	0.3384749	0.3154063	0.4954065	-1.1697606	trained
122	0.8571428571428571	0.5	1.4213299	1.2818552	0.14548948	-0.19314907	trained
123	0.896551724137931	0.5	-0.7983841	-3.1028454	-0.12695706	-0.70230746	trained
124	1.0	0.5	-0.29567993	1.6424292	0.35747957	0.6602973	trained
125	-1.0	-0.5	-1.3379066	-1.1452937	1.3929946	-0.071285054	trained
126	1.0	0.5	-0.33318576	1.0909035	0.14636272	0.09867874	trained
